Index	Uniprot_ID	Protein_names	Length	Organism_ID	Gene_name	Subcellular_location	GO(CC)	Tissue_specificity	GeneID	PDB	Degree	mean_score_top_10_pred
444	P78310	Coxsackievirus and adenovirus receptor (CAR) (hCAR) (CVB3-binding protein) (Coxsackievirus B-adenovirus receptor) (HCVADR)	365	9606	CXADR	[Isoform 1]: Cell membrane {ECO:0000269|PubMed:15533241}; Single-pass type I membrane protein {ECO:0000255}. Basolateral cell membrane {ECO:0000269|PubMed:11316797, ECO:0000269|PubMed:12021372, ECO:0000269|PubMed:12297051, ECO:0000269|PubMed:15364909}; Single-pass type I membrane protein {ECO:0000255}. Cell junction, tight junction {ECO:0000269|PubMed:11734628, ECO:0000269|PubMed:12297051}. Cell junction, adherens junction {ECO:0000269|PubMed:12297051}. Note=In epithelial cells localizes to the apical junction complex composed of tight and adherens junctions (PubMed:12297051). In airway epithelial cells localized to basolateral membrane but not to apical surface (PubMed:11316797). {ECO:0000269|PubMed:11316797, ECO:0000269|PubMed:12297051}.; [Isoform 3]: Secreted {ECO:0000269|PubMed:14978041}.; [Isoform 4]: Secreted {ECO:0000269|PubMed:14978041}.; [Isoform 5]: Secreted {ECO:0000269|PubMed:14978041}.	acrosomal vesicle [GO:0001669]; adherens junction [GO:0005912]; apicolateral plasma membrane [GO:0016327]; basolateral plasma membrane [GO:0016323]; bicellular tight junction [GO:0005923]; cell body [GO:0044297]; cell-cell junction [GO:0005911]; cell junction [GO:0030054]; cytoplasm [GO:0005737]; extracellular region [GO:0005576]; extracellular space [GO:0005615]; filopodium [GO:0030175]; growth cone [GO:0030426]; integral component of plasma membrane [GO:0005887]; intercalated disc [GO:0014704]; membrane raft [GO:0045121]; neuromuscular junction [GO:0031594]; neuron projection [GO:0043005]; nucleoplasm [GO:0005654]; plasma membrane [GO:0005886]; protein-containing complex [GO:0032991]	Expressed in pancreas, brain, heart, small intestine, testis, prostate and at a lower level in liver and lung. Isoform 5 is ubiquitously expressed. Isoform 3 is expressed in heart, lung and pancreas. In skeletal muscle, isoform 1 is found at the neuromuscular junction and isoform 2 is found in blood vessels. In cardiac muscle, isoform 1 and isoform 2 are found at intercalated disks. In heart expressed in subendothelial layers of the vessel wall but not in the luminal endothelial surface. Expression is elevated in hearts with dilated cardiomyopathy. {ECO:0000269|PubMed:10490761, ECO:0000269|PubMed:11457744, ECO:0000269|PubMed:11549277, ECO:0000269|PubMed:9096397}.	1525;	1EAJ;1F5W;1JEW;1KAC;1P69;1P6A;1RSF;2J12;2J1K;2NPL;2W9L;2WBW;3J6L;3J6M;3J6N;3J6O;	1	0.7249514937400818
445	O75553	Disabled homolog 1	588	9606	DAB1		apical part of cell [GO:0045177]; brush border [GO:0005903]; cytoplasm [GO:0005737]; cytosol [GO:0005829]; intracellular membrane-bounded organelle [GO:0043231]; membrane [GO:0016020]; neuronal cell body [GO:0043025]; neuron projection [GO:0043005]; perinuclear region of cytoplasm [GO:0048471]; postsynaptic density [GO:0014069]	Mainly expressed in brain. {ECO:0000269|PubMed:28686858}.	1600;	NA;	14	0.8337792098522187
446	P10997	Islet amyloid polypeptide (Amylin) (Diabetes-associated peptide) (DAP) (Insulinoma amyloid peptide)	89	9606	IAPP	Secreted {ECO:0000269|PubMed:17374526}.	cell [GO:0005623]; extracellular region [GO:0005576]; extracellular space [GO:0005615]; inclusion body [GO:0016234]; neuronal cell body [GO:0043025]		3375;	1KUW;2G48;2KB8;2L86;3DG1;3FPO;3FR1;3FTH;3FTK;3FTL;3FTR;3G7V;3G7W;3HGZ;5K5G;5KNZ;5KO0;5MGQ;6UCJ;6UCK;6Y1A;	3	0.6319699764251709
447	O00329	Phosphatidylinositol 4,5-bisphosphate 3-kinase catalytic subunit delta isoform (PI3-kinase subunit delta) (PI3K-delta) (PI3Kdelta) (PtdIns-3-kinase subunit delta) (EC 2.7.1.153) (Phosphatidylinositol 4,5-bisphosphate 3-kinase 110 kDa catalytic subunit delta) (PtdIns-3-kinase subunit p110-delta) (p110delta)	1044	9606	PIK3CD	Cytoplasm {ECO:0000269|PubMed:22020336}.	cytoplasm [GO:0005737]; cytosol [GO:0005829]; mast cell granule [GO:0042629]; membrane [GO:0016020]; phosphatidylinositol 3-kinase complex [GO:0005942]; plasma membrane [GO:0005886]	Isoform 2 is expressed in normal thymus, lung and spleen tissues, and is detected at low levels in normal lysates from colon and ovarian biopsies, at elevated levels in lysates from colorectal tumors and is abundantly expressed in some ovarian tumors (at protein level). Both isoform 1 and isoform 2 are widely expressed. Isoform 1 is expressed predominantly in leukocytes. {ECO:0000269|PubMed:22020336}.	5293;	5DXU;5M6U;5T8F;5UBT;5VLR;6G6W;6OCO;6OCU;6PYR;6PYU;	3	0.7718960762023925
448	P63098	Calcineurin subunit B type 1 (Protein phosphatase 2B regulatory subunit 1) (Protein phosphatase 3 regulatory subunit B alpha isoform 1)	170	9606	PPP3R1	Cytoplasm, cytosol {ECO:0000250|UniProtKB:Q63810}. Cell membrane {ECO:0000250|UniProtKB:Q63810}. Cell membrane, sarcolemma {ECO:0000250|UniProtKB:Q63810}. Cell membrane {ECO:0000269|PubMed:25255805}; Lipid-anchor {ECO:0000269|PubMed:25255805}. Note=Translocates from the cytosol to the sarcolemma in a CIB1-dependent manner during cardiomyocyte hypertrophy. {ECO:0000250|UniProtKB:Q63810}.	calcineurin complex [GO:0005955]; cytosol [GO:0005829]; mitochondrion [GO:0005739]; nucleoplasm [GO:0005654]; sarcolemma [GO:0042383]		5534;	1AUI;1M63;1MF8;2P6B;3LL8;4F0Z;4OR9;4ORA;4ORC;5SVE;6NUC;6NUF;6NUU;	5	0.752872210741043
449	P22301	Interleukin-10 (IL-10) (Cytokine synthesis inhibitory factor) (CSIF)	178	9606	IL10	Secreted.	extracellular region [GO:0005576]; extracellular space [GO:0005615]	Produced by a variety of cell lines, including T-cells, macrophages, mast cells and other cell types. {ECO:0000269|PubMed:1940799, ECO:0000269|PubMed:7512027}.	3586;	1ILK;1INR;1J7V;1LK3;1Y6K;2H24;2ILK;	4	0.6505090773105622
450	P04083	Annexin A1 (Annexin I) (Annexin-1) (Calpactin II) (Calpactin-2) (Chromobindin-9) (Lipocortin I) (Phospholipase A2 inhibitory protein) (p35)	346	9606	ANXA1	Nucleus {ECO:0000269|PubMed:10772777, ECO:0000269|PubMed:19625660}. Cytoplasm {ECO:0000269|PubMed:10772777, ECO:0000269|PubMed:17008549, ECO:0000269|PubMed:19625660}. Cell projection, cilium {ECO:0000250|UniProtKB:P46193}. Cell membrane {ECO:0000269|PubMed:10772777}. Membrane {ECO:0000269|PubMed:17008549, ECO:0000269|PubMed:2532504, ECO:0000269|PubMed:8557678}; Peripheral membrane protein {ECO:0000269|PubMed:2532504, ECO:0000269|PubMed:8557678}. Endosome membrane {ECO:0000250|UniProtKB:P07150}; Peripheral membrane protein {ECO:0000250|UniProtKB:P07150}. Basolateral cell membrane {ECO:0000250|UniProtKB:P51662}. Apical cell membrane {ECO:0000250|UniProtKB:P10107}. Lateral cell membrane {ECO:0000250|UniProtKB:P10107}. Secreted {ECO:0000269|PubMed:17008549, ECO:0000269|PubMed:19625660, ECO:0000269|PubMed:25664854}. Secreted, extracellular space {ECO:0000269|PubMed:25664854}. Cell membrane {ECO:0000269|PubMed:10772777, ECO:0000269|PubMed:19625660, ECO:0000269|PubMed:25664854}; Peripheral membrane protein {ECO:0000269|PubMed:10772777, ECO:0000269|PubMed:19625660, ECO:0000269|PubMed:25664854}; Extracellular side {ECO:0000269|PubMed:10772777, ECO:0000269|PubMed:19625660, ECO:0000269|PubMed:25664854}. Secreted, extracellular exosome {ECO:0000269|PubMed:25664854}. Cytoplasmic vesicle, secretory vesicle lumen {ECO:0000269|PubMed:10772777}. Cell projection, phagocytic cup {ECO:0000250|UniProtKB:P10107}. Early endosome {ECO:0000250|UniProtKB:P19619}. Cytoplasmic vesicle membrane {ECO:0000250|UniProtKB:P19619}; Peripheral membrane protein {ECO:0000250|UniProtKB:P19619}. Note=Secreted, at least in part via exosomes and other secretory vesicles. Detected in exosomes and other extracellular vesicles (PubMed:25664854). Detected in gelatinase granules in resting neutrophils (PubMed:10772777). Secretion is increased in response to wounding and inflammation (PubMed:25664854). Secretion is increased upon T-cell activation (PubMed:17008549). Neutrophil adhesion to endothelial cells stimulates secretion via gelatinase granules, but foreign particle phagocytosis has no effect (PubMed:10772777). Colocalizes with actin fibers at phagocytic cups (By similarity). Displays calcium-dependent binding to phospholipid membranes (PubMed:2532504, PubMed:8557678). {ECO:0000250|UniProtKB:P10107, ECO:0000269|PubMed:10772777, ECO:0000269|PubMed:17008549, ECO:0000269|PubMed:2532504, ECO:0000269|PubMed:25664854, ECO:0000269|PubMed:8557678}.	adherens junction [GO:0005912]; apical plasma membrane [GO:0016324]; basolateral plasma membrane [GO:0016323]; cell surface [GO:0009986]; collagen-containing extracellular matrix [GO:0062023]; cornified envelope [GO:0001533]; cytoplasm [GO:0005737]; cytoplasmic vesicle membrane [GO:0030659]; cytosol [GO:0005829]; early endosome membrane [GO:0031901]; endosome [GO:0005768]; extracellular exosome [GO:0070062]; extracellular region [GO:0005576]; extracellular space [GO:0005615]; extrinsic component of endosome membrane [GO:0031313]; extrinsic component of external side of plasma membrane [GO:0031232]; extrinsic component of membrane [GO:0019898]; focal adhesion [GO:0005925]; lateral plasma membrane [GO:0016328]; mast cell granule [GO:0042629]; mitochondrial membrane [GO:0031966]; motile cilium [GO:0031514]; nucleoplasm [GO:0005654]; nucleus [GO:0005634]; phagocytic cup [GO:0001891]; plasma membrane [GO:0005886]; protein-containing complex [GO:0032991]; sarcolemma [GO:0042383]; synaptic membrane [GO:0097060]; vesicle [GO:0031982]	Detected in resting neutrophils (PubMed:10772777). Detected in peripheral blood T-cells (PubMed:17008549). Detected in extracellular vesicles in blood serum from patients with inflammatory bowel disease, but not in serum from healthy donors (PubMed:25664854). Detected in placenta (at protein level) (PubMed:2532504). Detected in liver. {ECO:0000269|PubMed:2532504, ECO:0000269|PubMed:2936963}.	301;	1AIN;1BO9;1QLS;5VFW;	25	0.9139852821826935
451	P22303	Acetylcholinesterase (AChE) (EC 3.1.1.7)	614	9606	ACHE	Cell junction, synapse {ECO:0000269|PubMed:11985878, ECO:0000269|PubMed:1748670}. Secreted {ECO:0000250}. Cell membrane {ECO:0000250}; Peripheral membrane protein {ECO:0000250}.; [Isoform T]: Nucleus. Note=Only observed in apoptotic nuclei.; [Isoform H]: Cell membrane {ECO:0000250}; Lipid-anchor, GPI-anchor {ECO:0000250}; Extracellular side {ECO:0000250}.	anchored component of membrane [GO:0031225]; basement membrane [GO:0005604]; cell junction [GO:0030054]; cell surface [GO:0009986]; extracellular region [GO:0005576]; extracellular space [GO:0005615]; Golgi apparatus [GO:0005794]; membrane [GO:0016020]; neuromuscular junction [GO:0031594]; nucleus [GO:0005634]; perinuclear region of cytoplasm [GO:0048471]; plasma membrane [GO:0005886]; synapse [GO:0045202]; synaptic cleft [GO:0043083]	Isoform H is highly expressed in erythrocytes. {ECO:0000269|PubMed:2714437}.	43;	1B41;1F8U;1PUV;1PUW;1VZJ;2CLJ;2X8B;3LII;4BDT;4EY4;4EY5;4EY6;4EY7;4EY8;4M0E;4M0F;4PQE;5FOQ;5FPQ;5HF5;5HF6;5HF8;5HF9;5HFA;6CQT;6CQU;6CQV;6CQW;6CQX;6CQY;6CQZ;6F25;6NEA;6O4W;6O4X;6O50;6O52;6O5R;6O5S;6O5V;6O66;6O69;6U34;6U37;6U3P;	2	0.7496713936328888
452	Q14938	Nuclear factor 1 X-type (NF1-X) (Nuclear factor 1/X) (CCAAT-box-binding transcription factor) (CTF) (Nuclear factor I/X) (NF-I/X) (NFI-X) (TGGCA-binding protein)	502	9606	NFIX	Nucleus.	nuclear chromatin [GO:0000790]; nucleus [GO:0005634]	Widely expressed. {ECO:0000269|PubMed:20673863}.	4784;	NA;	2	0.6421866416931152
453	P24593	Insulin-like growth factor-binding protein 5 (IBP-5) (IGF-binding protein 5) (IGFBP-5)	272	9606	IGFBP5	Secreted.	endoplasmic reticulum lumen [GO:0005788]; extracellular region [GO:0005576]; extracellular space [GO:0005615]; insulin-like growth factor binding protein complex [GO:0016942]; insulin-like growth factor ternary complex [GO:0042567]	Osteosarcoma, and at lower levels in liver, kidney and brain.	3488;	1BOE;1H59;	11	0.7704120874404907
454	Q8TF42	Ubiquitin-associated and SH3 domain-containing protein B (EC 3.1.3.48) (Cbl-interacting protein p70) (Suppressor of T-cell receptor signaling 1) (STS-1) (T-cell ubiquitin ligand 2) (TULA-2) (Tyrosine-protein phosphatase STS1/TULA2)	649	9606	UBASH3B	Cytoplasm {ECO:0000250}. Nucleus {ECO:0000305}.	cytoplasm [GO:0005737]; nucleus [GO:0005634]		84959;	2CPW;2E5K;5VR6;5W5G;	14	0.8515863358974457
455	P43115	Prostaglandin E2 receptor EP3 subtype (PGE receptor EP3 subtype) (PGE2 receptor EP3 subtype) (PGE2-R) (Prostanoid EP3 receptor)	390	9606	PTGER3	Cell membrane {ECO:0000269|PubMed:7883006, ECO:0000269|PubMed:7981210, ECO:0000269|PubMed:8117308, ECO:0000269|PubMed:8307176}; Multi-pass membrane protein {ECO:0000305}.	cell [GO:0005623]; integral component of membrane [GO:0016021]; integral component of plasma membrane [GO:0005887]; nuclear envelope [GO:0005635]; plasma membrane [GO:0005886]	Detected in kidney (PubMed:8117308, PubMed:8135729). Expressed in small intestine, heart, pancreas, gastric fundic mucosa, mammary artery and pulmonary vessels. {ECO:0000269|PubMed:18023986, ECO:0000269|PubMed:8117308, ECO:0000269|PubMed:8135729}.	5733;	6AK3;6M9T;	5	0.7259361028671265
456	Q08345	Epithelial discoidin domain-containing receptor 1 (Epithelial discoidin domain receptor 1) (EC 2.7.10.1) (CD167 antigen-like family member A) (Cell adhesion kinase) (Discoidin receptor tyrosine kinase) (HGK2) (Mammary carcinoma kinase 10) (MCK-10) (Protein-tyrosine kinase 3A) (Protein-tyrosine kinase RTK-6) (TRK E) (Tyrosine kinase DDR) (Tyrosine-protein kinase CAK) (CD antigen CD167a)	913	9606	DDR1	[Isoform 1]: Cell membrane; Single-pass type I membrane protein.; [Isoform 2]: Cell membrane; Single-pass type I membrane protein.; [Isoform 3]: Secreted {ECO:0000305}.; [Isoform 4]: Cell membrane; Single-pass type I membrane protein.	extracellular exosome [GO:0070062]; extracellular space [GO:0005615]; integral component of plasma membrane [GO:0005887]; plasma membrane [GO:0005886]; receptor complex [GO:0043235]	Detected in T-47D, MDA-MB-175 and HBL-100 breast carcinoma cells, A-431 epidermoid carcinoma cells, SW48 and SNU-C2B colon carcinoma cells and Hs 294T melanoma cells (at protein level). Expressed at low levels in most adult tissues and is highest in the brain, lung, placenta and kidney. Lower levels of expression are detected in melanocytes, heart, liver, skeletal muscle and pancreas. Abundant in breast carcinoma cell lines. In the colonic mucosa, expressed in epithelia but not in the connective tissue of the lamina propria. In the thyroid gland, expressed in the epithelium of the thyroid follicles. In pancreas, expressed in the islets of Langerhans cells, but not in the surrounding epithelial cells of the exocrine pancreas. In kidney, expressed in the epithelia of the distal tubules. Not expressed in connective tissue, endothelial cells, adipose tissue, muscle cells or cells of hematopoietic origin. {ECO:0000269|PubMed:7845687, ECO:0000269|PubMed:7848919, ECO:0000269|PubMed:8247543}.	780;	3ZOS;4AG4;4BKJ;4CKR;5BVK;5BVN;5BVO;5BVW;5FDP;5FDX;6BRJ;6BSD;6FEW;6FEX;6FIL;6FIN;6FIO;6FIQ;6GWR;6HP9;	5	0.722045624256134
457	P35613	Basigin (5F7) (Collagenase stimulatory factor) (Extracellular matrix metalloproteinase inducer) (EMMPRIN) (Leukocyte activation antigen M6) (OK blood group antigen) (Tumor cell-derived collagenase stimulatory factor) (TCSF) (CD antigen CD147)	385	9606	BSG	Cell membrane {ECO:0000269|PubMed:15946952, ECO:0000269|PubMed:17127621, ECO:0000269|PubMed:21536654, ECO:0000269|PubMed:26195724, ECO:0000269|PubMed:28409866}; Single-pass type I membrane protein {ECO:0000303|PubMed:15946952}. Melanosome {ECO:0000269|PubMed:17081065}. Note=Identified by mass spectrometry in melanosome fractions from stage I to stage IV. In spermatozoa, localized on the principal piece of caput and in the middle piece during transit in the corpus and cauda epididymides (By similarity). {ECO:0000250|UniProtKB:P18572, ECO:0000269|PubMed:17081065}.	acrosomal membrane [GO:0002080]; axon [GO:0030424]; extracellular exosome [GO:0070062]; focal adhesion [GO:0005925]; Golgi membrane [GO:0000139]; integral component of plasma membrane [GO:0005887]; intracellular membrane-bounded organelle [GO:0043231]; melanosome [GO:0042470]; membrane [GO:0016020]; membrane raft [GO:0045121]; mitochondrion [GO:0005739]; plasma membrane [GO:0005886]; sarcolemma [GO:0042383]	Expressed in erythrocytes (at protein level) (PubMed:28409866, PubMed:26195724). Present only in vascular endothelium in non-neoplastic regions of the brain, whereas it is present in tumor cells but not in proliferating blood vessels in malignant gliomas. {ECO:0000269|PubMed:26195724, ECO:0000269|PubMed:28409866}.	682;	3B5H;3I84;3I85;3QQN;3QR2;4U0Q;5X0T;5XF0;	19	0.8793705761432647
458	P35610	Sterol O-acyltransferase 1 (EC 2.3.1.26) (Acyl-coenzyme A:cholesterol acyltransferase 1) (ACAT-1) (Cholesterol acyltransferase 1)	550	9606	SOAT1	Endoplasmic reticulum membrane {ECO:0000269|PubMed:16154994}; Multi-pass membrane protein {ECO:0000269|PubMed:16154994}.	endoplasmic reticulum [GO:0005783]; endoplasmic reticulum membrane [GO:0005789]; integral component of membrane [GO:0016021]; membrane [GO:0016020]		6646;	6L47;6L48;6P2J;6P2P;6VUM;	12	0.7913449764251709
459	P00797	Renin (EC 3.4.23.15) (Angiotensinogenase)	406	9606	REN	Secreted. Membrane. Note=Associated to membranes via binding to ATP6AP2.	apical part of cell [GO:0045177]; cytoplasm [GO:0005737]; extracellular region [GO:0005576]; extracellular space [GO:0005615]; plasma membrane [GO:0005886]		5972;	1BBS;1BIL;1BIM;1HRN;1RNE;2BKS;2BKT;2FS4;2G1N;2G1O;2G1R;2G1S;2G1Y;2G20;2G21;2G22;2G24;2G26;2G27;2I4Q;2IKO;2IKU;2IL2;2REN;2V0Z;2V10;2V11;2V12;2V13;2V16;2X0B;3D91;3G6Z;3G70;3G72;3GW5;3K1W;3KM4;3O9L;3OAD;3OAG;3OOT;3OQF;3OQK;3OWN;3Q3T;3Q4B;3Q5H;3SFC;3VCM;3VSW;3VSX;3VUC;3VYD;3VYE;3VYF;4AMT;4GJ5;4GJ6;4GJ7;4GJ8;4GJ9;4GJA;4GJB;4GJC;4GJD;4PYV;4Q1N;4RYC;4RYG;4RZ1;4S1G;4XX3;4XX4;5KOQ;5KOS;5KOT;5SXN;5SY2;5SY3;5SZ9;5T4S;5TMG;5TMK;5V8V;5VPM;5VRP;6I3F;	3	0.7030260860919952
460	O60733	85/88 kDa calcium-independent phospholipase A2 (CaI-PLA2) (EC 3.1.1.4) (Group VI phospholipase A2) (GVI PLA2) (Intracellular membrane-associated calcium-independent phospholipase A2 beta) (iPLA2-beta) (Patatin-like phospholipase domain-containing protein 9) (PNPLA9)	806	9606	PLA2G6	[Isoform LH-iPLA2]: Membrane; Peripheral membrane protein. Note=Recruited to the membrane-enriched pseudopod upon MCP1/CCL2 stimulation in monocytes.; [Isoform SH-iPLA2]: Cytoplasm.	cell [GO:0005623]; centriolar satellite [GO:0034451]; cytosol [GO:0005829]; extracellular space [GO:0005615]; membrane [GO:0016020]; mitochondrion [GO:0005739]	Four different transcripts were found to be expressed in a distinct tissue distribution.	8398;	NA;	1	0.7239771723747254
461	P03956	Interstitial collagenase (EC 3.4.24.7) (Fibroblast collagenase) (Matrix metalloproteinase-1) (MMP-1) [Cleaved into: 22 kDa interstitial collagenase; 27 kDa interstitial collagenase]	469	9606	MMP1	Secreted, extracellular space, extracellular matrix {ECO:0000305|PubMed:2167156}.	extracellular matrix [GO:0031012]; extracellular region [GO:0005576]		4312;	1AYK;1CGE;1CGF;1CGL;1HFC;1SU3;2AYK;2CLT;2J0T;2TCL;3AYK;3SHI;4AUO;4AYK;966C;	9	0.6621802568435669
462	P14174	Macrophage migration inhibitory factor (MIF) (EC 5.3.2.1) (Glycosylation-inhibiting factor) (GIF) (L-dopachrome isomerase) (L-dopachrome tautomerase) (EC 5.3.3.12) (Phenylpyruvate tautomerase)	115	9606	MIF	Secreted {ECO:0000269|PubMed:15908412, ECO:0000269|PubMed:19454686, ECO:0000269|PubMed:2552447, ECO:0000269|PubMed:8234256}. Cytoplasm {ECO:0000269|PubMed:11089976, ECO:0000269|PubMed:19454686}. Note=Does not have a cleavable signal sequence and is secreted via a specialized, non-classical pathway. Secreted by macrophages upon stimulation by bacterial lipopolysaccharide (LPS), or by M.tuberculosis antigens. {ECO:0000269|PubMed:15908412}.	cell surface [GO:0009986]; cytoplasm [GO:0005737]; cytosol [GO:0005829]; extracellular exosome [GO:0070062]; extracellular region [GO:0005576]; extracellular space [GO:0005615]; ficolin-1-rich granule lumen [GO:1904813]; nucleoplasm [GO:0005654]; plasma membrane [GO:0005886]; secretory granule lumen [GO:0034774]; vesicle [GO:0031982]		4282;	1CA7;1CGQ;1GCZ;1GD0;1GIF;1LJT;1MIF;1P1G;2OOH;2OOW;2OOZ;3B9S;3CE4;3DJH;3DJI;3HOF;3IJG;3IJJ;3JSF;3JSG;3JTU;3L5P;3L5R;3L5S;3L5T;3L5U;3L5V;3SMB;3SMC;3U18;3WNR;3WNS;3WNT;4ETG;4EUI;4EVG;4F2K;4GRN;4GRO;4GRP;4GRQ;4GRR;4GRU;4GUM;4K9G;4OSF;4OYQ;4P01;4P0H;4PKK;4PKZ;4PLU;4TRF;4TRU;4WR8;4WRB;4XX7;4XX8;4Z15;4Z1T;4Z1U;5B4O;5BS9;5BSC;5BSI;5BSJ;5EIZ;5HVS;5HVT;5HVV;5J7P;5J7Q;5UMJ;5UMK;5UZY;5V70;5V73;5XEJ;6B1C;6B1K;6B2C;6BG6;6BG7;6CB5;6CBF;6CBG;6CBH;6FVE;6FVH;6OY8;6OYB;6OYE;6OYG;6PEG;	10	0.8717581272125244
463	Q01130	Serine/arginine-rich splicing factor 2 (Protein PR264) (Splicing component, 35 kDa) (Splicing factor SC35) (SC-35) (Splicing factor, arginine/serine-rich 2)	221	9606	SRSF2	Nucleus {ECO:0000269|PubMed:21157427}. Nucleus, nucleoplasm {ECO:0000269|PubMed:21157427}. Nucleus speckle {ECO:0000269|PubMed:21157427}. Note=Phosphorylation by SRPK2 provokes its redistribution from the nuclear specke to nucleoplasm.	cytoplasm [GO:0005737]; cytosol [GO:0005829]; interchromatin granule [GO:0035061]; nuclear speck [GO:0016607]; nucleoplasm [GO:0005654]; nucleus [GO:0005634]; spliceosomal complex [GO:0005681]		6427;	2KN4;2LEA;2LEB;2LEC;	13	0.8892075002193451
