Uniprot_A	Uniprot_B	Interaction	Protein_A_idx	Protein_B_idx
P08887	Q8WTS6	0	195	189
Q9H222	Q16881	0	910	608
Q96A54	P52926	0	411	698
P09488	P25942	0	835	705
Q9UBC0	P07477	0	769	416
Q96AZ6	O75056	0	722	45
P28335	Q16619	0	1013	318
P09681	Q9UJ41	0	847	836
Q8TD31	P18089	0	44	114
P33032	O95819	0	260	878
Q92565	P24666	0	329	784
P12104	Q9Y6C9	0	340	173
Q96FI4	Q16568	0	924	578
O00255	Q9UKU9	0	800	973
P21964	Q16821	0	428	406
P08514	Q9BWQ8	0	738	101
Q16665	P01033	0	1035	735
P28845	Q9HAZ2	0	659	488
P29353	Q04724	0	939	372
P48051	P17542	0	867	829
Q06141	Q9NVC3	0	927	191
P09874	P12955	0	962	958
P54707	P18065	0	857	472
Q5VV42	P49682	0	119	790
Q9Y261	Q13322	0	849	961
P04278	Q9BWQ8	0	32	101
P06307	Q9BYT3	0	609	706
P20062	P27708	0	785	302
P17752	P52926	0	60	698
P11150	P09488	0	38	835
O60477	Q99612	0	93	775
P50052	Q9UGU0	0	141	639
Q9UQ26	P09488	0	677	835
P21554	P02655	0	1034	257
P08571	Q9NTG7	0	75	676
P14550	P55157	0	447	491
Q15848	P41252	0	788	51
P13726	Q9NYB0	0	466	1004
P08842	Q99417	0	392	197
P42345	Q14773	0	920	948
P49366	Q5VV42	0	687	119
Q96KN2	P07101	0	891	149
P49908	P16066	0	974	952
Q86UG4	P27169	0	364	181
P31645	O95478	0	664	671
P15884	P11509	0	261	573
O60779	Q04446	0	298	984
P16066	Q16539	0	952	969
P28799	Q14693	0	271	979
Q15796	P33121	0	753	898
P02774	O14901	0	823	387
O15553	P04054	0	400	500
Q03181	P02751	0	326	443
P49327	O15553	0	606	400
P04141	P25098	0	265	323
P01024	Q9Y6M1	0	998	863
P04118	P80303	0	750	483
Q969D9	P49888	0	1010	152
Q8N163	P13987	0	67	346
P08235	P35348	0	703	595
P01375	Q9UBK2	0	237	520
Q53FZ2	P35348	0	336	595
O94808	O75469	0	517	293
P37268	P11473	0	949	420
Q96EY8	P16615	0	241	970
Q96G30	Q15311	0	845	801
O75840	P28223	0	57	424
Q9NVV4	P49888	0	717	152
O94759	Q16656	0	590	868
P22413	P05091	0	911	408
P35568	P04054	0	886	500
Q07869	P21917	0	1024	267
O75469	Q13145	0	293	888
P19544	Q15109	0	434	437
O14791	O14543	0	468	362
Q9NZJ5	P20648	0	873	725
Q12778	P08183	0	594	24
O75840	Q14118	0	57	944
P00995	P09466	0	474	234
O95202	Q7Z3E1	0	209	882
P13232	Q03426	0	702	617
Q00325	Q96JB1	0	830	770
Q01362	Q5VV42	0	450	119
P10599	O14791	0	928	468
P18428	Q9UBK2	0	429	520
Q9BQE4	P56524	0	856	644
Q8N5K1	Q96DM3	0	935	876
Q9Y5S8	P22309	0	604	582
P31323	Q9BT17	0	994	126
Q15121	Q8N474	0	786	906
P54707	Q9NNW7	0	857	816
P13866	Q16552	0	592	266
Q9H8Y8	Q8WXG6	0	993	287
Q16875	P48357	0	806	366
Q96AZ6	P24666	0	722	784
O60240	P04731	0	808	670
O94759	P09681	0	590	847
Q8N5K1	Q8WU39	0	935	546
Q99683	P35232	0	810	746
P55085	Q9H300	0	737	611
P13866	Q7Z5J4	0	592	665
P02765	Q99932	0	76	29
P49327	P23560	0	606	860
P52789	Q9NTG7	0	895	676
Q9UM63	O15455	0	834	710
Q13478	Q9ULZ1	0	673	953
P20062	Q9UJ41	0	785	836
P28845	Q6FHJ7	0	659	470
Q8TDQ7	P05107	0	605	230
Q96AD5	Q9UL68	0	137	219
P51451	Q99700	0	159	975
O15085	P12644	0	410	269
O14756	Q86VZ6	0	515	11
Q5T4F7	Q01469	0	1023	896
P29353	P09486	0	939	648
Q11206	P01160	0	943	1014
P01903	Q99612	0	34	775
P28223	P25774	0	424	175
Q15672	P09466	0	562	234
P37231	P10586	0	344	640
P02741	P42574	0	730	1033
P11712	P02649	0	852	87
Q93088	P03956	0	916	593
P10809	Q15714	0	668	674
Q14116	P16066	0	950	952
Q92831	P00738	0	708	909
Q9UBQ5	Q13324	0	749	956
Q86YN6	Q9Y5U4	0	208	622
P55916	P16581	0	929	686
P30556	P09466	0	477	234
P26358	Q14692	0	941	980
Q8IUH3	P25445	0	712	570
Q96JB1	P41235	0	770	642
P14416	P98153	0	452	923
P45984	P49682	0	496	790
Q9UBM7	Q8IU85	0	637	356
Q8IWU4	P60900	0	976	1026
P22309	O75469	0	582	293
P16157	P05112	0	217	516
O95864	Q08752	0	840	417
Q9Y5W3	P42830	0	922	249
P63241	Q8WTV0	0	833	136
P07741	O75444	0	938	853
P01130	O15534	0	310	598
Q96RU7	O95202	0	277	209
Q5VWK5	O75475	0	36	1019
P14136	Q6EEV6	0	629	597
Q9Y6M1	Q9NSA1	0	863	809
Q53FZ2	Q01469	0	336	896
O95865	P09466	0	839	234
Q5VUA4	P13284	0	837	20
P51677	Q3KP44	0	204	675
P09471	P12272	0	41	97
P48645	Q9H8Y8	0	25	993
O43524	Q969V5	0	805	796
P22455	O60427	0	841	522
P21673	P40261	0	312	543
P35638	P14416	0	1021	452
Q99612	Q96T55	0	775	831
Q9NVC3	P08514	0	191	738
Q86Z14	P34913	0	947	332
P63162	Q13322	0	731	961
P19838	P49767	0	635	376
P30556	O14791	0	477	468
Q92786	P08183	0	893	24
P42898	P01579	0	480	305
P11150	Q92556	0	38	615
P04141	P07550	0	265	846
Q00325	P41159	0	830	555
Q8IW75	P01282	0	655	656
O96008	P08069	0	358	284
P18887	P25391	0	84	501
Q16236	Q16270	0	426	564
P29120	O60779	0	102	298
O75840	P08913	0	57	378
O00548	Q9NP66	0	565	815
Q15848	P00390	0	788	317
Q99683	P13501	0	810	871
P81605	O00141	0	444	15
Q9NP66	Q15121	0	815	786
P00747	Q96JB1	0	510	770
Q8WU39	Q99259	0	546	369
Q96LR5	P11021	0	430	1029
P18509	Q92945	0	954	53
Q8TD31	O75197	0	44	295
P09488	Q86VB7	0	835	818
Q13164	Q9NZS9	0	752	663
O43597	Q9H1B5	0	383	997
P08603	O15503	0	1032	866
P26651	O60266	0	531	347
Q7Z3E1	Q8WTV0	0	882	136
Q16619	Q15109	0	318	437
P18847	P42785	0	545	754
P30542	Q9UK58	0	623	1020
P36955	Q969V5	0	431	796
O00329	P10145	0	967	625
Q13201	Q8N5K1	0	177	935
P50591	P41279	0	182	524
O95477	P01185	0	881	1002
Q14242	P63162	0	35	731
Q15466	Q3KP44	0	331	675
Q99612	O43451	0	775	827
P43628	Q16654	0	143	869
P02774	Q96QT4	0	823	766
P42574	P37268	0	1033	949
O00141	A5A3E0	0	15	678
Q9Y2T6	P07101	0	394	149
P50416	P41235	0	585	642
Q93063	Q9NQ94	0	822	536
Q08752	P28799	0	417	271
P01308	Q9BWQ8	0	321	101
Q01860	Q9UJ41	0	776	836
O75840	P48546	0	57	509
Q13541	P04180	0	281	385
P35222	Q16552	0	459	266
P09067	P55851	0	854	838
P05413	Q8NFJ9	0	959	791
P51677	O15503	0	204	866
P25106	Q8WU39	0	341	546
P51451	Q9NQB0	0	159	792
P01903	O14791	0	34	468
Q9NP66	P30542	0	815	623
Q01453	P09466	0	482	234
P01579	Q00325	0	305	830
P13569	P01033	0	166	735
Q96JE7	Q00325	0	485	830
P03956	O15516	0	593	127
Q7Z5J4	P41159	0	665	555
Q49AN0	Q8NER1	0	193	61
P16410	P51451	0	504	159
O95622	P41252	0	602	51
Q15848	Q13145	0	788	888
Q9Y261	P18089	0	849	114
O95140	Q99932	0	811	29
P24530	P08246	0	439	864
P08588	Q5T4F7	0	307	1023
P25774	Q9NNW7	0	175	816
P17096	P04278	0	454	32
Q8WTV0	Q96JB1	0	136	770
P35557	O00300	0	458	518
Q8WYA6	Q8WTS1	0	130	190
P08637	P04054	0	423	500
Q01453	P07148	0	482	18
P20062	P30532	0	785	743
Q05823	P08588	0	178	307
Q9NPJ1	P25440	0	760	571
O00330	O15534	0	224	598
Q16821	P05090	0	406	207
P15121	Q8N5K1	0	82	935
P11712	P20702	0	852	526
Q93084	Q9BZL1	0	899	110
P07148	P51451	0	18	159
Q5VV42	P00390	0	119	317
P22455	P63162	0	841	731
Q6ZMG9	P19532	0	742	587
Q86V24	P41159	0	972	555
Q8WU39	P32245	0	546	581
P31323	Q9NQB0	0	994	792
P06870	O95478	0	529	671
P13726	Q99956	0	466	315
P21964	P07585	0	428	690
Q9UQK1	P40261	0	533	543
P11498	Q8NEV9	0	402	183
Q6P1M0	O43741	0	303	621
Q86V24	Q8TCU4	0	972	541
O14756	Q9NNW7	0	515	816
P06870	Q9H244	0	529	54
P35318	P42785	0	338	754
Q09013	Q02577	0	176	172
Q96G97	P24530	0	783	439
P16581	O75469	0	686	293
Q8WY21	Q9Y4Z2	0	547	513
P35558	P21554	0	463	1034
P01275	Q9BV23	0	289	213
Q13093	P35712	0	940	21
P01116	P10082	0	1028	951
Q11206	Q96RI1	0	943	649
Q86TI0	P06213	0	862	168
O00330	P34810	0	224	584
Q5VWK5	P26358	0	36	941
P06870	P42830	0	529	249
Q16623	O60477	0	914	93
Q16821	P35232	0	406	746
P04798	Q92481	0	624	774
Q8IW75	P01011	0	655	138
P02778	P11245	0	820	599
P09038	P30542	0	460	623
P14598	Q9H9B1	0	567	539
P37268	P41252	0	949	51
Q9Y478	Q92806	0	3	313
O00631	Q13201	0	773	177
Q96EY8	P26358	0	241	941
Q96LR5	Q9UJ68	0	430	971
Q9NYP7	P35520	0	440	17
P08949	P25445	0	780	570
P04626	Q96SI1	0	223	681
P62834	Q9NQB0	0	983	792
P55851	Q8NBP7	0	838	761
P19367	Q14692	0	988	980
P02774	Q969V5	0	823	796
P04275	O43663	0	553	661
O00300	P25874	0	518	557
Q02577	Q14692	0	172	980
Q8NFJ9	P22309	0	791	582
O95445	Q9NP71	0	396	66
O75907	Q9HD89	0	1015	285
O00515	P42345	0	719	920
P07384	Q92748	0	964	711
P04792	O14543	0	628	362
Q96SI1	P16870	0	681	1025
Q01860	P05091	0	776	408
Q96P48	P05091	0	897	408
Q9BQE4	Q6EEV6	0	856	597
Q9BX66	P48357	0	128	366
Q6EEV6	O43663	0	597	661
O95433	O00327	0	798	957
P25874	P04792	0	557	628
O75436	Q9UKU7	0	667	163
P36956	P49888	0	433	152
Q15121	P30405	0	786	311
Q3KP44	P02647	0	675	985
Q7Z5J4	P49682	0	665	790
Q03426	Q9UGU0	0	617	639
Q9UJU5	P08913	0	586	378
Q9NZQ7	Q0VDF9	0	206	184
P43628	P41279	0	143	524
P07550	Q3KP44	0	846	675
P22413	Q99608	0	911	70
Q16873	O00255	0	804	800
P00390	Q99259	0	317	369
P26358	Q16552	0	941	266
Q9ULZ1	O60502	0	953	268
P20702	P02655	0	526	257
Q9BZS1	O95433	0	528	798
P03956	P55040	0	593	274
P05362	P19544	0	297	434
Q9Y5U4	P04271	0	622	549
P09466	P25391	0	234	501
Q9HBE4	Q8N163	0	848	67
P35372	Q8IU85	0	858	356
P00747	O60502	0	510	268
P62633	P11168	0	843	733
P11597	Q9NQB0	0	231	792
P09471	P13073	0	41	232
Q6P1J6	O43741	0	13	621
P21673	P48546	0	312	509
Q8WVM0	P24530	0	1007	439
Q9BZL1	P08571	0	110	75
Q16656	Q0VDF9	0	868	184
P05413	P29474	0	959	412
P12644	P18887	0	269	84
Q16236	O14543	0	426	362
P01583	P08779	0	727	1
P54259	P28845	0	487	659
P16220	Q9HCN6	0	601	83
Q16619	Q01668	0	318	448
P23443	O75197	0	506	295
Q16665	Q96A54	0	1035	411
O14756	P50607	0	515	367
P23945	Q9HC24	0	901	694
P49918	P21554	0	244	1034
P05106	Q9NNW7	0	229	816
P32297	P52945	0	936	373
P22455	Q8NFJ9	0	841	791
P48995	P04275	0	239	553
Q01860	P08246	0	776	864
P35625	Q15121	0	755	786
P55042	Q05513	0	279	685
O15120	Q99727	0	415	814
Q9NPH5	P34913	0	301	332
P07148	O95819	0	18	878
P35520	P16066	0	17	952
P19634	Q96KN2	0	72	891
P51451	Q9NV58	0	159	552
P20333	Q92748	0	946	711
P01137	O94760	0	425	421
P49716	P29275	0	634	384
Q9Y5C1	P11168	0	1006	733
P29460	P11168	0	696	733
P08621	P08709	0	115	446
P13807	Q99707	0	908	361
P09038	P35326	0	460	253
Q96PH1	P09486	0	1000	648
P13725	P33121	0	778	898
P04278	Q08752	0	32	417
Q9Y5U4	Q92813	0	622	610
P18031	P06401	0	19	157
Q92748	P07203	0	711	407
P01138	P55157	0	419	491
Q08752	P04180	0	417	385
P11150	P20702	0	38	526
Q96G97	Q86VZ6	0	783	11
P11413	P08235	0	131	703
Q5T4F7	P18089	0	1023	114
P35625	P51606	0	755	355
Q9Y5K6	Q96LR5	0	132	430
Q9ULJ6	Q9BYF1	0	294	46
Q15008	P13987	0	89	346
P23786	Q8WTV0	0	913	136
Q96KN2	O76024	0	891	505
P56945	P55157	0	732	491
Q13201	P25942	0	177	705
P30556	Q49AN0	0	477	193
Q92736	Q9NNW7	0	325	816
P08133	Q16236	0	464	426
P05181	P18509	0	996	954
Q13702	Q15848	0	507	788
P28845	P29323	0	659	978
Q99608	Q8IU85	0	70	356
Q9NP66	Q99757	0	815	535
P07996	P08237	0	381	704
P56199	Q99956	0	527	315
P08922	P48507	0	68	490
P52789	P41235	0	895	642
P11802	P04180	0	226	385
P04201	P11473	0	10	420
P41968	P04798	0	196	624
P40261	Q9Y5Z0	0	543	365
P25942	P13232	0	705	702
Q02577	Q9NZJ5	0	172	873
Q92748	Q13145	0	711	888
P14210	P98153	0	726	923
Q9UID3	O15527	0	251	296
P42336	P08603	0	887	1032
P98153	Q969D9	0	923	1010
P32238	P49918	0	264	244
Q9UM63	Q86Z14	0	834	947
P45381	P01185	0	272	1002
P18031	P02778	0	19	820
P51692	P98153	0	937	923
P62995	Q96LR5	0	299	430
P30532	P15173	0	743	576
Q9BY76	Q9NYA1	0	139	328
Q16552	P14784	0	266	652
P04278	P42336	0	32	887
O15527	P25874	0	296	557
Q14116	P15173	0	950	576
O15553	P03956	0	400	593
P07148	P07585	0	18	690
P62937	Q13145	0	991	888
Q9UGU0	Q01726	0	639	106
Q8WYA6	P11684	0	130	763
P45381	Q03135	0	272	917
Q9UQ07	Q00325	0	469	830
P20815	P02778	0	391	820
Q01813	Q30201	0	380	171
P08253	P37268	0	109	949
Q00325	Q96PH1	0	830	1000
Q96P20	P28845	0	334	659
P49888	P48995	0	152	239
P48357	P28072	0	366	824
P05121	P49918	0	683	244
O94759	Q969V5	0	590	796
P54274	P49767	0	2	376
P20142	P55851	0	263	838
P28072	Q99707	0	824	361
P09917	Q86UG4	0	713	364
P04035	Q99988	0	151	612
P17676	P52895	0	1003	357
P01189	P05106	0	999	229
Q9UJ41	Q9HBE4	0	836	848
P35900	P20333	0	875	946
P01275	P22001	0	289	537
Q9H165	P01178	0	343	288
P30405	Q06546	0	311	511
P08842	P05783	0	392	107
Q03135	P13686	0	917	782
P49146	Q96P20	0	169	334
P30532	P13686	0	743	782
P52945	Q96PH1	0	373	1000
P55085	P42830	0	737	249
Q14191	Q9Y5Z0	0	842	365
P05107	P10176	0	230	352
Q86YN6	P07585	0	208	690
P04440	P51692	0	559	937
P20702	P18887	0	526	84
P26651	P01589	0	531	720
P13501	O15055	0	871	495
P08571	O15055	0	75	495
P09466	P19634	0	234	72
P78536	Q9Y5W3	0	619	922
Q92786	P48736	0	893	300
P30532	O00631	0	743	773
P01303	Q04760	0	316	493
O00330	P05362	0	224	297
Q96AZ6	P08069	0	722	284
P18887	Q9NP84	0	84	382
P11215	P24385	0	532	280
Q9UBU3	P01903	0	851	34
P17301	P08603	0	981	1032
P13686	P17542	0	782	829
Q9UJU5	P29460	0	586	696
P00918	O95750	0	37	631
P05091	Q96AD5	0	408	137
Q14145	P55085	0	65	737
Q15118	P35900	0	724	875
P25440	P01185	0	571	1002
Q969D9	Q99707	0	1010	361
P49888	P60568	0	152	292
P40424	P49146	0	641	169
P41597	Q15714	0	955	674
P55211	P13686	0	672	782
Q8WTV0	P09038	0	136	460
P61371	Q15311	0	716	801
P22413	P35900	0	911	875
Q969P5	P12259	0	215	514
P06870	P05019	0	529	645
P14780	P42336	0	654	887
P60880	Q53ET0	0	5	73
P35579	P52895	0	903	357
P41597	P08603	0	955	1032
P45381	P08637	0	272	423
Q9BXW9	P26441	0	125	666
P17861	P19438	0	762	354
P61371	P15121	0	716	82
Q9UKU7	Q9NP71	0	163	66
P62937	P05091	0	991	408
P25054	Q13228	0	626	530
P55042	P36955	0	279	431
P01275	Q15121	0	289	786
P49716	Q9UQ07	0	634	469
P18054	P01374	0	6	345
P56645	P31645	0	397	664
Q9UJU5	Q9NNW7	0	586	816
Q15466	P08833	0	331	817
P55211	P11684	0	672	763
P48357	O00631	0	366	773
Q9UJ41	P55055	0	836	170
P45381	O15455	0	272	710
Q96QT4	P00738	0	766	909
P25311	P98153	0	748	923
P62633	P22301	0	843	579
P04150	P14555	0	630	449
P22415	Q9UBK8	0	907	117
P10451	P01282	0	684	656
P01589	Q14145	0	720	65
P20062	P98153	0	785	923
P11166	P08684	0	734	544
P20815	P19367	0	391	988
Q9UBC0	P06239	0	769	759
P19440	P41235	0	525	642
P80188	Q969V5	0	144	796
Q8WWA0	P04150	0	475	630
P01189	P45381	0	999	272
P31785	Q9BT17	0	934	126
P56945	P32297	0	732	936
P34947	Q969V5	0	160	796
P01138	P05106	0	419	229
P02786	P04150	0	832	630
Q09428	P11473	0	270	420
P05019	O75444	0	645	853
P24666	P78536	0	784	619
O00631	Q96AD5	0	773	137
P06401	P61073	0	157	700
Q6ZMG9	P29353	0	742	939
O75787	Q14692	0	890	980
P11245	P32238	0	599	264
P02795	P28845	0	577	659
Q92932	O43474	0	135	398
O95477	Q14116	0	881	950
Q99707	Q9NYB0	0	361	1004
P10415	Q969D9	0	799	1010
Q9Y210	O75469	0	103	293
P08254	Q5EB52	0	108	7
P37231	P05112	0	344	516
Q8IUH3	P08949	0	712	780
A5A3E0	Q6ZMG9	0	678	742
Q92831	P11684	0	708	763
Q16678	P14136	0	650	629
Q15796	P01344	0	753	456
P04628	P04798	0	228	624
P08842	P42574	0	392	1033
Q86YN6	P04275	0	208	553
Q03426	Q06546	0	617	511
P55040	O00631	0	274	773
Q9BXW9	Q8NBP7	0	125	761
Q8WWA0	P17096	0	475	454
Q16875	P50052	0	806	141
P43235	Q13490	0	689	682
O75787	Q6X4U4	0	890	826
P37231	P78504	0	344	850
Q86Z14	Q15466	0	947	331
Q92731	Q15109	0	422	437
Q14692	P35555	0	980	457
P49715	P11509	0	633	573
P35372	P02778	0	858	820
P35680	P13686	0	556	782
Q7Z3E1	Q9UQ07	0	882	469
Q03181	P04049	0	326	200
P55017	P09917	0	28	713
P08235	P16109	0	703	779
P14136	P52945	0	629	373
P43628	P55157	0	143	491
P41161	P49767	0	715	376
Q06141	P54707	0	927	857
P78504	P51692	0	850	937
P04637	P10586	0	523	640
P48645	Q6ZMG9	0	25	742
P13236	Q93084	0	489	899
P19367	Q99612	0	988	775
P55327	P22001	0	403	537
P27487	P15173	0	919	576
Q96JB1	Q99808	0	770	918
Q8WWA0	P14859	0	475	680
Q96PH1	P55157	0	1000	491
P02778	Q14289	0	820	883
P13569	P52895	0	166	357
P55851	O75469	0	838	293
O94759	Q16517	0	590	309
Q16656	P48357	0	868	366
Q9BYX4	O15120	0	52	415
Q9UQ26	O00330	0	677	224
Q96DM3	Q9BY76	0	876	139
Q99873	P40189	0	884	714
P08842	P23443	0	392	506
P04626	P11684	0	223	763
P01275	P07203	0	289	407
Q8N163	Q15311	0	67	801
Q04724	Q03135	0	372	917
Q9UKU7	P10176	0	163	352
P81605	Q13490	0	444	682
Q14242	Q9Y261	0	35	849
Q9Y286	P10635	0	651	740
Q14457	P14210	0	306	726
Q96PH1	P08603	0	1000	1032
P41180	Q13228	0	389	530
P02786	O43524	0	832	805
P16410	P01282	0	504	656
P50052	P30405	0	141	311
P10176	P35228	0	352	465
Q49AN0	P15559	0	193	155
Q9BXC9	P25106	0	741	341
P49716	P42336	0	634	887
P78380	P18031	0	992	19
P17096	Q969D9	0	454	1010
P02760	P35680	0	74	556
Q9UBK2	Q99707	0	520	361
P01584	P28223	0	728	424
P32245	P49716	0	581	634
P23786	P26441	0	913	666
Q99873	P12259	0	884	514
Q9UJ68	Q7Z3E1	0	971	882
O14543	P05451	0	362	1022
P09211	O95750	0	561	631
P04179	P07741	0	27	938
Q5VWK5	P42229	0	36	614
P24385	Q10471	0	280	568
P02768	P78380	0	71	992
Q14116	P55157	0	950	491
Q8NBP7	O00631	0	761	773
Q9UEF7	Q99707	0	240	361
P60709	P11509	0	243	573
P01137	Q9NVC3	0	425	191
Q00059	P16581	0	116	686
P29460	P30532	0	696	743
P55851	P25942	0	838	705
Q9NPJ1	Q9NSE2	0	760	751
P01282	Q99707	0	656	361
P10176	P14859	0	352	680
P49716	Q93084	0	634	899
Q92748	Q14289	0	711	883
Q16875	P20702	0	806	526
Q9BZL1	P01024	0	110	998
Q00325	P35900	0	830	875
P10635	P00813	0	740	603
P49716	P14784	0	634	652
Q6ZMG9	P04271	0	742	549
P08709	P17542	0	446	829
Q49AN0	Q9Y6N7	0	193	1001
Q9UKU7	P13945	0	163	607
P22352	Q7Z3E1	0	870	882
Q16517	P06702	0	309	803
P16671	O75475	0	521	1019
P35318	P11586	0	338	252
Q9NVC3	Q07812	0	191	987
P06850	Q96PH1	0	39	1000
P49917	P28845	0	245	659
P10997	P42338	0	185	885
P09936	Q8WUD6	0	613	1027
Q9ULJ6	P01138	0	294	419
P19634	P07585	0	72	690
P31785	P81605	0	934	444
Q969P5	P42830	0	215	249
Q92831	P20142	0	708	263
P20142	P01583	0	263	727
P16070	P04141	0	679	265
Q92945	P01160	0	53	1014
Q9NZQ7	Q10471	0	206	568
Q07812	P01178	0	987	288
P05019	Q9UQ07	0	645	469
P13236	P33681	0	489	62
P06401	P08833	0	157	817
P08842	P04275	0	392	553
P35232	P11597	0	746	231
Q92932	Q9Y251	0	135	1008
P40424	P01138	0	641	419
P02656	Q15466	0	990	331
Q9Y4H2	P41235	0	167	642
P10275	P15692	0	79	282
P00390	P14778	0	317	1011
Q10471	P46108	0	568	879
P05091	P49768	0	408	1017
P22001	P20062	0	537	785
P01903	P11473	0	34	420
O60602	P02774	0	432	823
Q9UBK8	P41279	0	117	524
P11413	P01579	0	131	305
P02766	P56645	0	78	397
Q15714	P49767	0	674	376
O15123	P48507	0	414	490
P02771	O75444	0	821	853
P25101	Q0VDF9	0	64	184
Q96LR5	P01178	0	430	288
Q9HBE4	P26358	0	848	941
P15559	P01375	0	155	237
Q8IZT6	P15121	0	233	82
P04150	Q969D9	0	630	1010
P14735	P34741	0	105	351
P03956	O75056	0	593	45
O00548	O75794	0	565	201
P04440	P03956	0	559	593
Q15714	Q96PH1	0	674	1000
Q9NPF7	P23786	0	174	913
Q9BZS1	P05019	0	528	645
Q9BYX4	P52789	0	52	895
O95750	P28845	0	631	659
Q16881	Q8WUD6	0	608	1027
P43628	P02778	0	143	820
Q29983	Q8WYA6	0	797	130
P29965	O14543	0	88	362
Q9NYA1	P42830	0	328	249
P25942	Q05086	0	705	486
O60477	Q13228	0	93	530
P00995	P49682	0	474	790
Q15118	Q99808	0	724	918
Q04724	P01374	0	372	345
P05305	P13686	0	874	782
P14550	Q92729	0	447	765
P13726	O43474	0	466	398
P41235	P13686	0	642	782
P55211	P16581	0	672	686
P30405	O75056	0	311	45
O14686	P21554	0	596	1034
O60603	Q16822	0	359	319
P41597	P55157	0	955	491
P19440	Q0VDF9	0	525	184
P31785	P25874	0	934	557
Q9UJ41	P16581	0	836	686
P43304	Q8WXG6	0	246	287
Q96A54	P08603	0	411	1032
Q9UKU9	Q99757	0	973	535
P06850	O15120	0	39	415
O95750	P32297	0	631	936
P08571	Q0VDF9	0	75	184
Q9Y286	P18887	0	651	84
Q9NYA1	P13686	0	328	782
P14784	Q969D9	0	652	1010
P09488	Q86YN6	0	835	208
O60682	Q99707	0	729	361
Q9Y5Z0	Q14289	0	365	883
P52926	Q9Y210	0	698	103
P01178	Q92729	0	288	765
P01011	O00767	0	138	90
P05112	P14784	0	516	652
P20815	Q06124	0	391	660
P01589	Q92748	0	720	711
Q7Z3E1	Q6X4U4	0	882	826
O14756	Q9UBC0	0	515	769
P26022	P01374	0	401	345
Q8NER1	Q92908	0	61	793
P30711	Q9Y251	0	932	1008
P15104	O95750	0	322	631
P49918	P14784	0	244	652
Q6P1J6	P15090	0	13	158
P55789	Q06546	0	59	511
P00995	P01903	0	474	34
O15524	P34913	0	647	332
P21554	P07741	0	1034	938
P01106	O75056	0	756	45
Q30201	Q0VDF9	0	171	184
P01024	Q8WYA1	0	998	333
P05091	Q16539	0	408	969
O60682	Q14116	0	729	950
Q99958	Q96QT4	0	320	766
P04141	P07101	0	265	149
O60603	P05181	0	359	996
O00206	P45381	0	187	272
Q03014	P02778	0	99	820
P01241	P56945	0	164	732
Q969V5	P06702	0	796	803
Q03426	P02795	0	617	577
P32238	O15055	0	264	495
P49917	Q9NZJ5	0	245	873
P17542	Q9Y6N7	0	829	1001
Q9UKU9	O43663	0	973	661
P48645	P14859	0	25	680
P09466	O75475	0	234	1019
Q9BZS1	Q8N474	0	528	906
P42830	P17542	0	249	829
Q5EB52	P31645	0	7	664
P06401	P14555	0	157	449
Q16517	P01185	0	309	1002
P11684	P31751	0	763	771
Q01726	Q9C0B1	0	106	393
P98153	P04275	0	923	553
Q86UG4	P56524	0	364	644
O00300	P55157	0	518	491
P51812	P18509	0	825	954
P35555	Q99707	0	457	361
Q14790	P13686	0	69	782
P48995	P11684	0	239	763
Q5EB52	Q86VB7	0	7	818
Q92945	P03956	0	53	593
Q13478	P55211	0	673	672
P16410	P55211	0	504	672
Q5T4F7	Q14692	0	1023	980
P42229	O75794	0	614	201
P60880	P15173	0	5	576
P51843	Q9NVC3	0	436	191
Q99757	Q03135	0	535	917
P05231	P09488	0	104	835
P10586	Q15118	0	640	724
P45983	O00548	0	499	565
P80188	Q13145	0	144	888
P05783	P41161	0	107	715
P23297	Q15848	0	707	788
Q01726	Q06546	0	106	511
Q8N157	P02786	0	692	832
P10145	Q05086	0	625	486
Q96P20	O00631	0	334	773
P09429	Q9BT17	0	542	126
O15524	P49682	0	647	790
P48357	P05091	0	366	408
P01303	P04150	0	316	630
Q9Y5U4	P01579	0	622	305
P23786	P20062	0	913	785
P42574	P33681	0	1033	62
Q96DM3	P48736	0	876	300
P42229	P30405	0	614	311
P20062	Q06546	0	785	511
P01106	Q09428	0	756	270
P05112	Q6X4U4	0	516	826
P14210	P54646	0	726	222
Q9NZJ5	P00734	0	873	900
P10909	Q96PH1	0	986	1000
P41159	O75197	0	555	295
P50416	Q15848	0	585	788
Q01860	Q9Y6N7	0	776	1001
Q13427	P26441	0	273	666
Q03426	P15559	0	617	155
P08922	P54707	0	68	857
Q969V5	P02771	0	796	821
P54707	P08603	0	857	1032
P14416	P10415	0	452	799
P02753	Q13478	0	445	673
Q16656	P10635	0	868	740
Q07011	Q969D9	0	512	1010
P10635	Q86V24	0	740	972
Q9NV58	P48995	0	552	239
Q16656	P01344	0	868	456
Q9Y286	Q16539	0	651	969
P31645	P20062	0	664	785
P43629	P55851	0	142	838
Q9C0B1	Q13478	0	393	673
P25942	P49918	0	705	244
P81605	Q9UBK2	0	444	520
P08133	P51681	0	464	658
O15357	P10635	0	1012	740
P55789	P41240	0	59	353
P25054	O00631	0	626	773
P14416	Q13427	0	452	273
P02545	O75015	0	58	968
O15524	P12259	0	647	514
P48061	P14136	0	121	629
P28335	P18850	0	1013	248
Q14116	Q9NYB0	0	950	1004
