Index	Uniprot_ID	Protein_names	Length	Organism_ID	Gene_name	Subcellular_location	GO(CC)	Tissue_specificity	GeneID	PDB	Degree	mean_score_top_10_pred
632	P21333	Filamin-A (FLN-A) (Actin-binding protein 280) (ABP-280) (Alpha-filamin) (Endothelial actin-binding protein) (Filamin-1) (Non-muscle filamin)	2647	9606	FLNA	Cytoplasm, cell cortex {ECO:0000269|PubMed:16291724}. Cytoplasm, cytoskeleton {ECO:0000250|UniProtKB:Q8BTM8}. Perikaryon {ECO:0000250|UniProtKB:Q8BTM8}. Cell projection, growth cone {ECO:0000250|UniProtKB:Q8BTM8}. Note=Colocalizes with CPMR1 in the central region of DRG neuron growth cone (By similarity). Following SEMA3A stimulation of DRG neurons, colocalizes with F-actin (By similarity). {ECO:0000250|UniProtKB:Q8BTM8}.	actin cytoskeleton [GO:0015629]; actin filament [GO:0005884]; apical dendrite [GO:0097440]; cell-cell junction [GO:0005911]; cortical cytoskeleton [GO:0030863]; cytoplasm [GO:0005737]; cytosol [GO:0005829]; dendritic shaft [GO:0043198]; extracellular exosome [GO:0070062]; extracellular region [GO:0005576]; focal adhesion [GO:0005925]; glutamatergic synapse [GO:0098978]; growth cone [GO:0030426]; membrane [GO:0016020]; Myb complex [GO:0031523]; nucleolus [GO:0005730]; nucleus [GO:0005634]; perikaryon [GO:0043204]; perinuclear region of cytoplasm [GO:0048471]; plasma membrane [GO:0005886]; postsynapse [GO:0098794]; Z disc [GO:0030018]	Ubiquitous.	2316;	2AAV;2BP3;2BRQ;2J3S;2JF1;2K3T;2K7P;2K7Q;2MTP;2W0P;2WFN;3CNK;3HOC;3HOP;3HOR;3ISW;3RGH;4M9P;4P3W;5XR1;6D8C;6EW1;	47	0.9402502238750458
633	P49715	CCAAT/enhancer-binding protein alpha (C/EBP alpha)	358	9606	CEBPA	Nucleus {ECO:0000269|PubMed:11242107}.; [Isoform 4]: Nucleus, nucleolus {ECO:0000269|PubMed:20075868}.	intracellular membrane-bounded organelle [GO:0043231]; nuclear chromatin [GO:0000790]; nucleolus [GO:0005730]; nucleoplasm [GO:0005654]; nucleus [GO:0005634]; RNA polymerase II transcription factor complex [GO:0090575]; transcription factor complex [GO:0005667]		1050;	6DC0;	27	0.9236918687820435
634	P49716	CCAAT/enhancer-binding protein delta (C/EBP delta) (Nuclear factor NF-IL6-beta) (NF-IL6-beta)	269	9606	CEBPD	Nucleus {ECO:0000305|PubMed:16397300}.	nuclear chromatin [GO:0000790]; nucleoplasm [GO:0005654]		1052;	NA;	6	0.7780390739440918
635	P19838	Nuclear factor NF-kappa-B p105 subunit (DNA-binding factor KBF1) (EBP-1) (Nuclear factor of kappa light polypeptide gene enhancer in B-cells 1) [Cleaved into: Nuclear factor NF-kappa-B p50 subunit]	968	9606	NFKB1	Nucleus. Cytoplasm. Note=Nuclear, but also found in the cytoplasm in an inactive form complexed to an inhibitor (I-kappa-B).	cytoplasm [GO:0005737]; cytosol [GO:0005829]; extracellular region [GO:0005576]; I-kappaB/NF-kappaB complex [GO:0033256]; mitochondrion [GO:0005739]; nuclear chromatin [GO:0000790]; nucleoplasm [GO:0005654]; nucleus [GO:0005634]; secretory granule lumen [GO:0034774]; specific granule lumen [GO:0035580]		4790;	1MDI;1MDJ;1MDK;1NFI;1SVC;2DBF;2O61;3GUT;	63	0.9603216350078583
636	P35212	Gap junction alpha-4 protein (Connexin-37) (Cx37)	333	9606	GJA4	Cell membrane; Multi-pass membrane protein. Cell junction, gap junction.	connexin complex [GO:0005922]; gap junction [GO:0005921]; integral component of plasma membrane [GO:0005887]	Expressed in multiple organs and tissues, including heart, uterus, ovary, and blood vessel endothelium.	2701;	NA;	1	0.6706016719341278
637	Q9UBM7	7-dehydrocholesterol reductase (7-DHC reductase) (EC 1.3.1.21) (Delta7-sterol reductase) (Sterol Delta(7)-reductase) (Sterol reductase SR-2)	475	9606	DHCR7	Endoplasmic reticulum membrane {ECO:0000269|PubMed:9878250}; Multi-pass membrane protein {ECO:0000255}.	cytosol [GO:0005829]; endoplasmic reticulum [GO:0005783]; endoplasmic reticulum membrane [GO:0005789]; integral component of endoplasmic reticulum membrane [GO:0030176]; membrane [GO:0016020]; nuclear outer membrane [GO:0005640]	Widely expressed. Most abundant in adrenal gland, liver, testis, and brain. {ECO:0000269|PubMed:9465114, ECO:0000269|PubMed:9878250}.	1717;	NA;	4	0.8003244280815125
638	Q16082	Heat shock protein beta-2 (HspB2) (DMPK-binding protein) (MKBP)	182	9606	HSPB2	Cytoplasm {ECO:0000269|PubMed:19464326}. Nucleus {ECO:0000269|PubMed:19464326}. Note=Localizes to nuclear foci.	cytoplasm [GO:0005737]; cytosol [GO:0005829]; nucleus [GO:0005634]	Expressed preferentially in skeletal muscle and heart but not in the lens.	3316;	6F2R;	16	0.8913617730140686
639	Q9UGU0	Transcription factor 20 (TCF-20) (Nuclear factor SPBP) (Protein AR1) (Stromelysin-1 PDGF-responsive element-binding protein) (SPRE-binding protein)	1960	9606	TCF20	Nucleus {ECO:0000269|PubMed:10995766}.	nuclear body [GO:0016604]; nucleoplasm [GO:0005654]; nucleus [GO:0005634]	Expressed in most tissues, except in ovary and prostate. Isoform 1 is exclusively expressed in brain, heart and testis, and this form predominates in liver and kidney. Isoform 2 predominates in lung. {ECO:0000269|PubMed:10995766}.	6942;	NA;	9	0.8451088488101959
640	P10586	Receptor-type tyrosine-protein phosphatase F (EC 3.1.3.48) (Leukocyte common antigen related) (LAR)	1907	9606	PTPRF	Membrane; Single-pass type I membrane protein.	extracellular exosome [GO:0070062]; integral component of plasma membrane [GO:0005887]; neuronal cell body [GO:0043025]; neuron projection [GO:0043005]; plasma membrane [GO:0005886]		5792;	1LAR;2DJU;2DN7;2EDX;2EDY;2YD5;2YD8;4N5U;6KR4;6TPT;6TPU;6TPV;6TPW;	14	0.8399941623210907
641	P40424	Pre-B-cell leukemia transcription factor 1 (Homeobox protein PBX1) (Homeobox protein PRL)	430	9606	PBX1	Nucleus {ECO:0000269|PubMed:28270404}.	cytoplasm [GO:0005737]; nuclear chromatin [GO:0000790]; nucleoplasm [GO:0005654]; nucleus [GO:0005634]; RNA polymerase II transcription factor complex [GO:0090575]	Expressed in the kidney. Expressed in the endothelial cells of the glomeruli and interstitium (at protein level) (PubMed:28270404). Expressed in all tissues except in cells of the B and T lineage. Expressed strongly in kidney and brain (PubMed:28270404). {ECO:0000269|PubMed:28270404}.	5087;	1B72;1PUF;	5	0.8054578185081482
642	P41235	Hepatocyte nuclear factor 4-alpha (HNF-4-alpha) (Nuclear receptor subfamily 2 group A member 1) (Transcription factor 14) (TCF-14) (Transcription factor HNF-4)	474	9606	HNF4A	Nucleus.	cytoplasm [GO:0005737]; nuclear chromatin [GO:0000790]; nucleoplasm [GO:0005654]; nucleus [GO:0005634]		3172;	1PZL;3CBB;3FS1;4B7W;4IQR;6CHT;	28	0.8891961634159088
643	Q14449	Growth factor receptor-bound protein 14 (GRB14 adapter protein)	540	9606	GRB14	Cytoplasm {ECO:0000269|PubMed:15210700, ECO:0000269|PubMed:19648926}. Endosome membrane {ECO:0000269|PubMed:15210700, ECO:0000269|PubMed:19648926}; Peripheral membrane protein {ECO:0000269|PubMed:15210700, ECO:0000269|PubMed:19648926}. Note=Upon insulin stimulation, translocates to the plasma membrane. {ECO:0000269|PubMed:15210700, ECO:0000269|PubMed:19648926}.	cytoplasm [GO:0005737]; cytosol [GO:0005829]; endosome membrane [GO:0010008]; intracellular membrane-bounded organelle [GO:0043231]; plasma membrane [GO:0005886]	Expressed at high levels in the liver, kidney, pancreas, testis, ovary, heart and skeletal muscle.	2888;	2AUG;2AUH;4K81;	7	0.8233453631401062
644	P56524	Histone deacetylase 4 (HD4) (EC 3.5.1.98)	1084	9606	HDAC4	Nucleus. Cytoplasm. Note=Shuttles between the nucleus and the cytoplasm. Upon muscle cells differentiation, it accumulates in the nuclei of myotubes, suggesting a positive role of nuclear HDAC4 in muscle differentiation. The export to cytoplasm depends on the interaction with a 14-3-3 chaperone protein and is due to its phosphorylation at Ser-246, Ser-467 and Ser-632 by CaMK4 and SIK1. The nuclear localization probably depends on sumoylation. Interaction with SIK3 leads to HDAC4 retention in the cytoplasm (By similarity). {ECO:0000250|UniProtKB:Q6NZM9}.	A band [GO:0031672]; actomyosin [GO:0042641]; cytoplasm [GO:0005737]; cytosol [GO:0005829]; histone deacetylase complex [GO:0000118]; neuromuscular junction [GO:0031594]; nuclear speck [GO:0016607]; nucleoplasm [GO:0005654]; nucleus [GO:0005634]; transcriptional repressor complex [GO:0017053]; Z disc [GO:0030018]	Ubiquitous.	9759;	2H8N;2O94;2VQJ;2VQM;2VQO;2VQQ;2VQV;2VQW;3UXG;3UZD;3V31;4CBT;4CBY;5A2S;5ZOO;5ZOP;6FYZ;	23	0.9099940538406373
645	P05019	Insulin-like growth factor I (IGF-I) (Mechano growth factor) (MGF) (Somatomedin-C)	195	9606	IGF1	Secreted {ECO:0000250|UniProtKB:P05017}.	alphav-beta3 integrin-IGF-1-IGF1R complex [GO:0035867]; exocytic vesicle [GO:0070382]; extracellular region [GO:0005576]; extracellular space [GO:0005615]; insulin-like growth factor binding protein complex [GO:0016942]; insulin-like growth factor ternary complex [GO:0042567]; platelet alpha granule lumen [GO:0031093]		3479;	1B9G;1BQT;1GF1;1GZR;1GZY;1GZZ;1H02;1H59;1IMX;1PMX;1TGR;1WQJ;2DSP;2DSQ;2DSR;2GF1;3GF1;3LRI;4XSS;5U8Q;6FF3;6PYH;6RVA;	8	0.7734496116638183
646	P25490	Transcriptional repressor protein YY1 (Delta transcription factor) (INO80 complex subunit S) (NF-E1) (Yin and yang 1) (YY-1)	414	9606	YY1	Nucleus matrix {ECO:0000269|PubMed:18026119, ECO:0000269|PubMed:23385818, ECO:0000269|PubMed:9493912}. Note=Associated with the nuclear matrix.	cytoplasm [GO:0005737]; Ino80 complex [GO:0031011]; nuclear chromatin [GO:0000790]; nuclear matrix [GO:0016363]; nucleoplasm [GO:0005654]; nucleus [GO:0005634]; PcG protein complex [GO:0031519]; ribonucleoprotein complex [GO:1990904]; transcription factor complex [GO:0005667]		7528;	1UBD;1ZNM;4C5I;	30	0.9281058669090271
647	O15524	Suppressor of cytokine signaling 1 (SOCS-1) (JAK-binding protein) (JAB) (STAT-induced STAT inhibitor 1) (SSI-1) (Tec-interacting protein 3) (TIP-3)	211	9606	SOCS1	Nucleus {ECO:0000269|PubMed:16410555}. Cytoplasmic vesicle {ECO:0000269|PubMed:16410555}. Note=Detected in perinuclear cytoplasmic vesicles upon interaction with FGFR3.	cytoplasm [GO:0005737]; cytoplasmic ribonucleoprotein granule [GO:0036464]; cytoplasmic vesicle [GO:0031410]; cytosol [GO:0005829]; nucleoplasm [GO:0005654]; phosphatidylinositol 3-kinase complex [GO:0005942]	Expressed in all tissues with high expression in spleen, small intestine and peripheral blood leukocytes.	8651;	NA;	18	0.8845853984355927
648	P09486	SPARC (Basement-membrane protein 40) (BM-40) (Osteonectin) (ON) (Secreted protein acidic and rich in cysteine)	303	9606	SPARC	Secreted, extracellular space, extracellular matrix, basement membrane {ECO:0000269|PubMed:2306517, ECO:0000269|PubMed:3400777, ECO:0000269|PubMed:7495300, ECO:0000269|PubMed:9457905}. Note=In or around the basement membrane.	basement membrane [GO:0005604]; cell surface [GO:0009986]; collagen-containing extracellular matrix [GO:0062023]; cytoplasm [GO:0005737]; endocytic vesicle lumen [GO:0071682]; extracellular region [GO:0005576]; extracellular space [GO:0005615]; glutamatergic synapse [GO:0098978]; intracellular membrane-bounded organelle [GO:0043231]; nuclear matrix [GO:0016363]; platelet alpha granule [GO:0031091]; platelet alpha granule lumen [GO:0031093]; platelet alpha granule membrane [GO:0031092]		6678;	1BMO;1NUB;1SRA;2V53;	12	0.8396479487419128
649	Q96RI1	Bile acid receptor (Farnesoid X-activated receptor) (Farnesol receptor HRR-1) (Nuclear receptor subfamily 1 group H member 4) (Retinoid X receptor-interacting protein 14) (RXR-interacting protein 14)	486	9606	NR1H4	Nucleus {ECO:0000269|PubMed:19864602}.; [Isoform 1]: Nucleus {ECO:0000269|PubMed:23928191}.; [Isoform 2]: Nucleus {ECO:0000269|PubMed:23928191}.; [Isoform 3]: Nucleus {ECO:0000269|PubMed:23928191}.; [Isoform 4]: Nucleus {ECO:0000269|PubMed:23928191}.	cell [GO:0005623]; nuclear chromatin [GO:0000790]; nuclear euchromatin [GO:0005719]; nucleoplasm [GO:0005654]; nucleus [GO:0005634]; receptor complex [GO:0043235]; RNA polymerase II transcription factor complex [GO:0090575]	Liver and hepatocyte-related cells express mainly FXRalpha1-type isoforms with isoform 3 and isoform 4 in approximately equal proportions. In intestine and kidney mainly FXRalpha2-type isoforms are expressed with isoform 1 and isoform 2 in approximately equal proportions. Expressed in pancreatic beta cells and macrophages. {ECO:0000269|PubMed:19393742, ECO:0000269|PubMed:19864602, ECO:0000269|PubMed:20447400, ECO:0000269|PubMed:23928191}.	9971;	1OSH;1OSK;3BEJ;3DCT;3DCU;3FLI;3FXV;3GD2;3HC5;3HC6;3L1B;3OKH;3OKI;3OLF;3OMK;3OMM;3OOF;3OOK;3P88;3P89;3RUT;3RUU;3RVF;4OIV;4QE6;4QE8;4WVD;5IAW;5ICK;5Q0I;5Q0J;5Q0K;5Q0L;5Q0M;5Q0N;5Q0O;5Q0P;5Q0Q;5Q0R;5Q0S;5Q0T;5Q0U;5Q0V;5Q0W;5Q0X;5Q0Y;5Q0Z;5Q10;5Q11;5Q12;5Q13;5Q14;5Q15;5Q16;5Q17;5Q18;5Q19;5Q1A;5Q1B;5Q1C;5Q1D;5Q1E;5Q1F;5Q1G;5Q1H;5Q1I;5WZX;5Y1J;5Y44;5Y49;5YXB;5YXD;5YXJ;5YXL;5Z12;6A5W;6A5X;6A5Y;6A5Z;6A60;6HL0;6HL1;6ITM;	11	0.8651886403560638
650	Q16678	Cytochrome P450 1B1 (EC 1.14.14.1) (CYPIB1) (Hydroperoxy icosatetraenoate dehydratase) (EC 4.2.1.152)	543	9606	CYP1B1	Endoplasmic reticulum membrane {ECO:0000250|UniProtKB:Q64429}; Peripheral membrane protein {ECO:0000250|UniProtKB:Q64429}. Microsome membrane {ECO:0000250|UniProtKB:Q64429}; Peripheral membrane protein {ECO:0000250|UniProtKB:Q64429}. Mitochondrion {ECO:0000250|UniProtKB:Q64429}. Note=Located primarily in endoplasmic reticulum. Upon treatment with 2,3,7,8-tetrachlorodibenzo-p-dioxin (TCDD), CYP1B1 is also targeted to mitochondria. {ECO:0000250|UniProtKB:Q64429}.	endoplasmic reticulum membrane [GO:0005789]; intracellular membrane-bounded organelle [GO:0043231]; mitochondrion [GO:0005739]	Expressed in heart, brain, lung, skeletal muscle, kidney, spleen, thymus, prostate, testis, ovary, small intestine, colon, and peripheral blood leukocytes (PubMed:8175734). Expressed in retinal endothelial cells and umbilical vein endothelial cells (at protein level) (PubMed:19005183). {ECO:0000269|PubMed:19005183, ECO:0000269|PubMed:8175734}.	1545;	3PM0;6IQ5;	1	0.5185405343770981
651	Q9Y286	Sialic acid-binding Ig-like lectin 7 (Siglec-7) (Adhesion inhibitory receptor molecule 1) (AIRM-1) (CDw328) (D-siglec) (QA79 membrane protein) (p75) (CD antigen CD328)	467	9606	SIGLEC7	Membrane; Single-pass type I membrane protein.	integral component of plasma membrane [GO:0005887]; plasma membrane [GO:0005886]	Predominantly expressed by resting and activated natural killer cells and at lower levels by granulocytes and monocytes. High expression found in placenta, liver, lung, spleen, and peripheral blood leukocytes.	27036;	1NKO;1O7S;1O7V;2DF3;2G5R;2HRL;	4	0.6900424420833587
652	P14784	Interleukin-2 receptor subunit beta (IL-2 receptor subunit beta) (IL-2R subunit beta) (IL-2RB) (High affinity IL-2 receptor subunit beta) (Interleukin-15 receptor subunit beta) (p70-75) (p75) (CD antigen CD122)	551	9606	IL2RB	Cell membrane {ECO:0000269|PubMed:15123770, ECO:0000269|PubMed:31040184, ECO:0000269|PubMed:31040185}; Single-pass type I membrane protein {ECO:0000255}.	cell surface [GO:0009986]; cytosol [GO:0005829]; endosome [GO:0005768]; external side of plasma membrane [GO:0009897]; integral component of plasma membrane [GO:0005887]; interleukin-2 receptor complex [GO:0005893]; membrane [GO:0016020]; plasma membrane [GO:0005886]		3560;	1ILM;1ILN;2B5I;2ERJ;3QAZ;4GS7;5M5E;6E8K;	16	0.8739984512329102
653	A1YPR0	Zinc finger and BTB domain-containing protein 7C (Affected by papillomavirus DNA integration in ME180 cells protein 1) (APM-1) (Zinc finger and BTB domain-containing protein 36) (Zinc finger protein 857C)	619	9606	ZBTB7C		nucleus [GO:0005634]	Detected in normal cervical keratinocytes, and in some cervical carcinoma cell lines. {ECO:0000269|PubMed:9427755}.	201501;	NA;	1	0.5404649972915649
654	P14780	Matrix metalloproteinase-9 (MMP-9) (EC 3.4.24.35) (92 kDa gelatinase) (92 kDa type IV collagenase) (Gelatinase B) (GELB) [Cleaved into: 67 kDa matrix metalloproteinase-9; 82 kDa matrix metalloproteinase-9]	707	9606	MMP9	Secreted, extracellular space, extracellular matrix {ECO:0000305}.	collagen-containing extracellular matrix [GO:0062023]; extracellular exosome [GO:0070062]; extracellular region [GO:0005576]; extracellular space [GO:0005615]; ficolin-1-rich granule lumen [GO:1904813]; tertiary granule lumen [GO:1904724]	Detected in neutrophils (at protein level) (PubMed:7683678). Produced by normal alveolar macrophages and granulocytes. {ECO:0000269|PubMed:7683678}.	4318;	1GKC;1GKD;1ITV;1L6J;1LKG;2OVX;2OVZ;2OW0;2OW1;2OW2;4H1Q;4H2E;4H3X;4H82;4HMA;4JIJ;4JQG;4WZV;4XCT;5CUH;5I12;5TH6;5TH9;5UE3;5UE4;6ESM;	16	0.8268562853336334
655	Q8IW75	Serpin A12 (OL-64) (Visceral adipose tissue-derived serine protease inhibitor) (Vaspin) (Visceral adipose-specific serpin)	414	9606	SERPINA12	Secreted {ECO:0000305|PubMed:28668641}.	extracellular space [GO:0005615]; plasma membrane [GO:0005886]	Expressed in visceral adipose tissues. {ECO:0000269|PubMed:16030142}.	145264;	4IF8;4Y3K;4Y40;5EI0;	4	0.7034785151481628
656	P01282	VIP peptides [Cleaved into: Intestinal peptide PHV-42 (Peptide histidine valine 42); Intestinal peptide PHM-27 (Peptide histidine methioninamide 27); Vasoactive intestinal peptide (VIP) (Vasoactive intestinal polypeptide)]	170	9606	VIP	Secreted.	extracellular region [GO:0005576]; neuron projection [GO:0043005]; perikaryon [GO:0043204]		7432;	2RRH;2RRI;	2	0.5769707441329956
657	Q9H568	Actin-like protein 8 (Cancer/testis antigen 57) (CT57)	366	9606	ACTL8	Cytoplasm, cytoskeleton {ECO:0000250}.	actin filament [GO:0005884]; cytoplasm [GO:0005737]; presynapse [GO:0098793]	Strongly expressed in testis and pancreas. Weak expression in placenta. {ECO:0000269|PubMed:15905330}.	81569;	NA;	2	0.7475643455982208
658	P51681	C-C chemokine receptor type 5 (C-C CKR-5) (CC-CKR-5) (CCR-5) (CCR5) (CHEMR13) (HIV-1 fusion coreceptor) (CD antigen CD195)	352	9606	CCR5	Cell membrane {ECO:0000269|PubMed:10383387, ECO:0000269|PubMed:11323418}; Multi-pass membrane protein {ECO:0000269|PubMed:11323418}.	cell [GO:0005623]; cell surface [GO:0009986]; cytoplasm [GO:0005737]; endosome [GO:0005768]; external side of plasma membrane [GO:0009897]; integral component of plasma membrane [GO:0005887]; plasma membrane [GO:0005886]	Highly expressed in spleen, thymus, in the myeloid cell line THP-1, in the promyeloblastic cell line KG-1a and on CD4+ and CD8+ T-cells. Medium levels in peripheral blood leukocytes and in small intestine. Low levels in ovary and lung. {ECO:0000269|PubMed:8639485, ECO:0000269|PubMed:8663314}.	1234;	1ND8;1NE0;1OPN;1OPT;1OPW;2L87;2MZX;2RLL;2RRS;4MBS;5UIW;5YD3;5YD4;5YD5;5YY4;6FGP;6MEO;6MET;	16	0.8496841073036194
659	P28845	Corticosteroid 11-beta-dehydrogenase isozyme 1 (EC 1.1.1.146) (11-beta-hydroxysteroid dehydrogenase 1) (11-DH) (11-beta-HSD1) (Short chain dehydrogenase/reductase family 26C member 1)	292	9606	HSD11B1	Endoplasmic reticulum membrane {ECO:0000269|PubMed:10497248}; Single-pass type II membrane protein {ECO:0000269|PubMed:10497248}.	endoplasmic reticulum membrane [GO:0005789]; integral component of membrane [GO:0016021]; membrane [GO:0016020]	Widely expressed. Highest expression in liver.	3290;	1XU7;1XU9;2BEL;2ILT;2IRW;2RBE;3BYZ;3BZU;3CH6;3CZR;3D3E;3D4N;3D5Q;3EY4;3FCO;3FRJ;3H6K;3HFG;3OQ1;3PDJ;3QQP;3TFQ;4BB5;4BB6;4C7J;4C7K;4HFR;4HX5;4IJU;4IJV;4IJW;4K1L;4P38;4YYZ;5PGU;5PGV;5PGW;5PGX;5PGY;5QII;	2	0.5192202568054199
660	Q06124	Tyrosine-protein phosphatase non-receptor type 11 (EC 3.1.3.48) (Protein-tyrosine phosphatase 1D) (PTP-1D) (Protein-tyrosine phosphatase 2C) (PTP-2C) (SH-PTP2) (SHP-2) (Shp2) (SH-PTP3)	593	9606	PTPN11	Cytoplasm {ECO:0000269|PubMed:26742426}. Nucleus {ECO:0000269|PubMed:26742426}.	cytoplasm [GO:0005737]; cytosol [GO:0005829]; mitochondrion [GO:0005739]; nucleoplasm [GO:0005654]; nucleus [GO:0005634]; protein-containing complex [GO:0032991]	Widely expressed, with highest levels in heart, brain, and skeletal muscle. {ECO:0000269|PubMed:1280823, ECO:0000269|PubMed:7681589, ECO:0000269|PubMed:8216283}.	5781;	2SHP;3B7O;3MOW;3O5X;3TKZ;3TL0;3ZM0;3ZM1;3ZM2;3ZM3;4DGP;4DGX;4GWF;4H1O;4H34;4JE4;4JEG;4JMG;4NWF;4NWG;4OHD;4OHE;4OHH;4OHI;4OHL;4PVG;4QSY;4RDD;5BK8;5DF6;5EHP;5EHR;5I6V;5IBM;5IBS;5X7B;5X94;5XZR;6ATD;6BMR;6BMU;6BMV;6BMW;6BMX;6BMY;6BN5;6CMP;6CMQ;6CMR;6CMS;6CRF;6CRG;6IHZ;6MD7;6MD9;6MDA;6MDB;6MDC;6MDD;6R5G;	59	0.9479724287986755
661	O43663	Protein regulator of cytokinesis 1	620	9606	PRC1	Nucleus {ECO:0000269|PubMed:17409436}. Cytoplasm. Cytoplasm, cytoskeleton, spindle pole. Midbody {ECO:0000269|PubMed:17409436}. Note=Colocalized with KIF20B in the nucleus of bladder carcinoma cells at the interphase. Colocalized with KIF20B in bladder carcinoma cells at prophase, metaphase, early anaphase, at the midzone in late anaphase and at the contractile ring in telophase (PubMed:17409436). Predominantly localized to the nucleus of interphase cells. During mitosis becomes associated with the mitotic spindle poles and localizes with the cell midbody during cytokinesis. {ECO:0000269|PubMed:17409436}.	contractile ring [GO:0070938]; cytosol [GO:0005829]; intercellular bridge [GO:0045171]; microtubule cytoskeleton [GO:0015630]; midbody [GO:0030496]; nucleoplasm [GO:0005654]; nucleus [GO:0005634]; plasma membrane [GO:0005886]; spindle [GO:0005819]; spindle microtubule [GO:0005876]; spindle pole [GO:0000922]	Overexpressed in bladder cancer cells (PubMed:17409436). {ECO:0000269|PubMed:17409436}.	9055;	3NRX;3NRY;4L3I;4L6Y;5KMG;	2	0.6577357888221741
